Month,Category,Region,Actual_Volume,Actual_SalePrice,Actual_Revenue,Actual_COGS,Budget_Volume,Budget_SalePrice,Budget_Revenue,Budget_COGS
1/2/2022,Office Supplies,North,594,21.9282961,13025.40788,10371.32066,555,22.84627707,12679.68378,9982.915446
1/2/2022,Office Supplies,South,701,18.76538773,13154.5368,10921.99186,656,19.02654334,12481.41243,10458.36665
1/2/2022,Office Supplies,East,426,20.38036775,8682.03666,7188.469365,406,18.94286033,7690.801296,6909.213914
1/2/2022,Office Supplies,West,542,22.7487302,12329.81177,9073.923168,545,23.24795544,12670.13572,8828.715327
1/3/2022,Electronics,North,332,164.1514215,54498.27193,42908.16335,313,158.6239632,49649.30049,41234.48287
1/3/2022,Electronics,South,488,159.5060741,77838.96418,63415.57366,524,163.8387431,85851.5014,67152.2783
1/3/2022,Electronics,East,357,182.7231127,65232.15125,48993.66025,329,188.5114162,62020.25592,46042.80437
1/3/2022,Electronics,West,546,166.3213399,90811.45157,70398.9331,579,169.679306,98244.31819,69412.23449
1/3/2022,Furniture,North,500,297.7127726,148856.3863,114076.3237,498,287.7142154,143281.6793,110837.0101
1/3/2022,Furniture,South,358,278.9689357,99870.879,76415.72651,386,266.8575897,103007.0296,84575.63362
1/3/2022,Furniture,East,786,303.040712,238189.9996,175849.3583,839,316.0892656,265198.8938,179376.2459
1/3/2022,Furniture,West,418,267.1821683,111682.1464,91812.03503,399,254.6592537,101609.0422,89758.6236
1/3/2022,Office Supplies,North,410,19.87129599,8147.231357,6491.518283,393,20.74091594,8151.179966,5789.001839
1/3/2022,Office Supplies,South,691,21.05792992,14551.02957,11831.02297,694,19.1722408,13305.53511,11873.38802
1/3/2022,Office Supplies,East,328,21.27981042,6979.777816,5368.911666,335,20.78661481,6963.51596,5093.254738
1/3/2022,Office Supplies,West,301,18.98389339,5714.151912,4615.184297,282,17.50883137,4937.490448,4431.914997
1/4/2022,Electronics,North,623,175.1354156,109109.3639,84942.21058,610,181.0033588,110412.0489,77583.81276
1/4/2022,Electronics,South,391,156.2973494,61112.26362,47972.37183,357,156.0983876,55727.12439,40788.2434
1/4/2022,Electronics,East,698,162.8325082,113657.0907,87651.40685,715,150.131982,107344.3671,85865.39806
1/4/2022,Electronics,West,674,165.3783068,111464.9788,92575.90445,696,161.2958028,112261.8787,97671.39749
1/4/2022,Furniture,North,644,274.9655118,177077.7896,141479.9105,586,265.3211228,155478.178,122390.2125
1/4/2022,Furniture,South,744,264.6043156,196865.6108,156495.3899,807,263.3251167,212503.3692,163311.6896
1/4/2022,Furniture,East,502,268.5421467,134808.1576,108064.6431,506,249.641265,126318.4801,103275.1667
1/4/2022,Furniture,West,510,272.9969265,139228.4325,115318.0208,486,249.162782,121093.112,101439.4768
1/4/2022,Office Supplies,North,644,22.79718532,14681.38734,11223.98186,615,22.37344264,13759.66722,10947.73912
1/4/2022,Office Supplies,South,602,22.82282528,13739.34082,10288.79893,638,21.95614943,14008.02334,11216.67316
1/4/2022,Office Supplies,East,277,18.92104489,5241.129434,4240.122413,257,18.83559818,4840.748733,3781.961247
1/4/2022,Office Supplies,West,392,21.6790473,8498.186543,6825.705693,406,22.54411567,9152.910964,6509.831864
1/5/2022,Electronics,North,674,178.493839,120304.8475,89001.28259,660,174.1260247,114923.1763,89805.51928
1/5/2022,Electronics,South,695,163.7402039,113799.4417,93655.05249,663,151.3223164,100326.6958,85884.32291
1/5/2022,Electronics,East,552,181.1532657,99996.60268,76394.83891,509,173.9968851,88564.41451,65495.35981
1/5/2022,Electronics,West,325,174.7309523,56787.5595,44924.52317,328,172.9427723,56725.22932,46098.9714
1/5/2022,Furniture,North,480,276.5669627,132752.1421,101996.0422,495,281.9472869,139563.907,103759.41
1/5/2022,Furniture,South,702,297.7888829,209047.7958,158601.1697,698,290.4450937,202730.6754,146200.7459
1/5/2022,Furniture,East,309,258.0716838,79744.1503,65190.81051,329,248.0409501,81605.47258,68226.92747
1/5/2022,Furniture,West,473,288.9968344,136695.5026,106097.3574,467,300.285175,140233.1767,100194.7741
1/5/2022,Office Supplies,North,579,21.50105289,12449.10962,9495.616355,534,20.73175985,11070.75976,8755.432974
1/5/2022,Office Supplies,South,694,19.87160216,13790.8919,11219.40465,696,18.39390605,12802.15861,10532.92952
1/5/2022,Office Supplies,East,717,22.6846878,16264.92116,12461.14999,676,21.53767417,14559.46774,11789.14786
1/5/2022,Office Supplies,West,513,18.34134135,9409.10811,7784.905778,545,17.56378239,9572.261402,8062.267572
1/6/2022,Electronics,North,329,158.4598075,52133.27668,41452.34289,343,156.3984743,53644.67669,43287.9309
1/6/2022,Electronics,South,488,152.6394736,74488.0631,60427.63365,484,149.4011583,72310.16061,61229.98402
1/6/2022,Electronics,East,647,165.3320818,106969.8569,84156.97405,698,172.9229716,120700.2342,89602.72652
1/6/2022,Electronics,West,632,167.0704568,105588.5287,86076.40302,597,163.7298891,97746.74377,74575.03445
1/6/2022,Furniture,North,613,271.4556444,166402.31,133388.1716,561,253.1302984,142006.0974,120627.1144
1/6/2022,Furniture,South,379,267.1547589,101251.6536,77404.46052,367,254.965242,93572.24382,76679.84424
1/6/2022,Furniture,East,474,265.4360529,125816.6891,99555.67013,497,242.8347522,120688.8718,106151.2605
1/6/2022,Furniture,West,502,286.5761124,143861.2084,115264.0791,460,276.0187734,126968.6358,107465.3369
1/6/2022,Office Supplies,North,705,21.36070473,15059.29684,12102.58375,695,22.10421928,15362.4324,12147.80872
1/6/2022,Office Supplies,South,763,21.10135651,16100.33502,12413.94184,828,21.99429599,18211.27708,12764.65652
1/6/2022,Office Supplies,East,509,22.06638962,11231.79232,8810.818629,515,21.39399635,11017.90812,8241.670813
1/6/2022,Office Supplies,West,406,19.8032196,8040.107158,6522.226678,383,20.46118687,7836.63457,5603.681635
1/7/2022,Electronics,North,856,158.6704162,135821.8763,109147.5444,778,165.9571952,129114.6979,94123.25522
1/7/2022,Electronics,South,639,166.2348598,106224.0754,84778.10247,681,173.4860489,118143.9993,82969.27202
1/7/2022,Electronics,East,366,160.8732593,58879.6129,46282.66781,376,150.1275751,56447.96823,48171.28228
1/7/2022,Electronics,West,597,156.7172244,93560.18298,77943.07778,626,147.0944975,92081.15544,80642.84757
1/7/2022,Furniture,North,363,283.1042823,102766.8545,77904.52369,378,280.6220093,106075.1195,75065.8141
1/7/2022,Furniture,South,846,308.5964531,261072.5993,192280.1591,798,289.1673856,230755.5737,167276.9999
1/7/2022,Furniture,East,358,308.1558709,110319.8018,81865.05101,367,307.8567486,112983.4267,80128.26792
1/7/2022,Furniture,West,403,278.681614,112308.6905,85136.81605,426,269.5638943,114834.219,89896.22995
1/7/2022,Office Supplies,North,607,19.56432144,11875.54312,9488.10132,641,19.70952377,12633.80474,9352.695216
1/7/2022,Office Supplies,South,312,23.08537676,7202.637549,5381.328321,290,21.25450687,6163.806992,4909.728153
1/7/2022,Office Supplies,East,365,21.65280572,7903.274088,6004.00912,350,21.93517786,7677.31225,5545.25929
1/7/2022,Office Supplies,West,823,23.52379796,19360.08572,14309.00098,818,21.62016391,17685.29408,14270.58578
1/8/2022,Electronics,North,393,161.707368,63550.99562,51746.0408,388,152.0460752,58993.87718,51901.84338
1/8/2022,Electronics,South,833,160.6438879,133816.3586,106359.455,782,163.8677971,128144.6173,91534.73067
1/8/2022,Electronics,East,757,175.4141482,132788.5102,99086.77873,746,183.6307088,136988.5088,98766.15
1/8/2022,Electronics,West,310,174.7383589,54168.89126,40465.89205,287,161.1464059,46249.01849,36803.78544
1/8/2022,Furniture,North,595,296.9068463,176659.5735,132096.8945,554,271.532959,150429.2593,115952.3447
1/8/2022,Furniture,South,403,288.2103241,116148.7606,86986.95575,436,301.6405853,131515.2952,96518.34127
1/8/2022,Furniture,East,675,266.5153778,179897.88,141160.1833,676,263.7674288,178306.7819,143399.9767
1/8/2022,Furniture,West,323,292.203684,94381.78992,72347.95502,320,287.5860937,92027.54999,66909.31324
1/8/2022,Office Supplies,North,620,23.3133138,14454.25455,10784.562,617,22.33319952,13779.58411,10425.51785
1/8/2022,Office Supplies,South,583,22.08296551,12874.36889,9865.197436,570,21.24341855,12108.74857,9716.618621
1/8/2022,Office Supplies,East,521,19.29914507,10054.85458,8058.24236,478,17.76551448,8491.915921,7459.857001
1/8/2022,Office Supplies,West,517,19.08181988,9865.30088,7962.791444,548,17.62710281,9659.652338,8099.291887
1/9/2022,Electronics,North,471,156.1417266,73542.75323,59853.99846,469,157.799863,74008.13576,58652.11315
1/9/2022,Electronics,South,732,159.8976561,117045.0842,92331.80063,716,159.4203737,114144.9876,88788.36703
1/9/2022,Electronics,East,498,187.590113,93419.87629,69140.27088,482,196.9349264,94922.63453,66964.46369
1/9/2022,Electronics,West,747,159.1807812,118908.0435,93768.8652,687,144.7359957,99433.62902,82280.12912
1/9/2022,Furniture,North,350,278.5249727,97483.74044,79490.00866,365,265.683751,96974.56911,77516.58055
1/9/2022,Furniture,South,608,305.3042554,185624.9873,138458.8189,580,307.6297149,178425.2346,125784.8442
1/9/2022,Furniture,East,715,282.2607379,201816.4276,157299.9683,676,292.2231242,197542.8319,153276.5844
1/9/2022,Furniture,West,724,292.5531128,211808.4537,164054.1239,736,283.0373399,208315.4822,168195.5326
1/9/2022,Office Supplies,North,589,20.75046501,12222.02389,10082.57548,585,20.34304555,11900.68164,9970.604845
1/9/2022,Office Supplies,South,384,21.28281745,8172.6019,6156.751682,378,20.96746037,7925.700019,5884.674336
1/9/2022,Office Supplies,East,771,21.63266171,16678.78218,13069.4635,716,19.67737484,14089.00039,12154.4166
1/9/2022,Office Supplies,West,515,21.31828266,10978.91557,8508.471249,476,21.5836466,10273.81578,7770.114706
1/10/2022,Electronics,North,327,183.2568587,59924.9928,44090.45124,323,186.7300187,60313.79603,41584.04093
1/10/2022,Electronics,South,556,185.7146927,103257.3692,77190.74983,531,182.4257226,96868.05871,70897.76438
1/10/2022,Electronics,East,640,156.3323314,100052.6921,77671.46375,600,144.8874981,86932.49883,74041.81773
1/10/2022,Electronics,West,305,169.018978,51550.7883,38810.58016,278,176.3939771,49037.52563,34352.50545
1/10/2022,Furniture,North,537,262.3481673,140880.9658,112329.7573,525,242.2416893,127176.8869,102909.0114
1/10/2022,Furniture,South,723,285.6033796,206491.2434,154686.4866,661,298.641979,197402.3481,145518.9281
1/10/2022,Furniture,East,845,293.5574042,248056.0065,184614.8711,774,269.9867072,208969.7113,158323.05
1/10/2022,Furniture,West,473,256.2493836,121205.9585,97467.08224,481,239.4507511,115175.8113,99092.84466
1/10/2022,Office Supplies,North,449,22.00859519,9881.859243,7409.566918,450,21.08618695,9488.784127,7126.24277
1/10/2022,Office Supplies,South,744,20.54001912,15281.77422,11909.42868,700,21.49170107,15044.19075,10787.82885
1/10/2022,Office Supplies,East,606,19.33117226,11714.69039,9476.771875,564,17.99674504,10150.1642,8683.449607
1/10/2022,Office Supplies,West,758,19.46760423,14756.444,12028.75512,808,18.20118972,14706.56129,13117.35623
1/11/2022,Electronics,North,354,171.299843,60640.14442,45010.21731,324,159.1747716,51572.62601,41585.5196
1/11/2022,Electronics,South,1030,151.0331268,155564.1206,126116.3877,988,145.3155831,143571.7961,119067.2193
1/11/2022,Electronics,East,668,160.9294169,107500.8505,85144.10827,684,159.6396434,109193.5161,83648.36227
1/11/2022,Electronics,West,908,169.303792,153727.8431,124360.6898,940,168.8600145,158728.4137,120080.3366
1/11/2022,Furniture,North,567,283.5283972,160760.6012,126634.0584,593,258.9331393,153547.3516,135381.4211
1/11/2022,Furniture,South,426,259.7547937,110655.5421,90779.97847,402,255.8073751,102834.5648,83895.67791
1/11/2022,Furniture,East,708,288.9310503,204563.1836,164588.4183,679,300.2879871,203895.5433,148345.2133
1/11/2022,Furniture,West,783,278.7807384,218285.3182,162010.4316,792,280.8226231,222411.5175,156773.713
1/11/2022,Office Supplies,North,725,19.27532873,13974.61333,11348.41498,663,18.82472028,12480.78955,9719.80254
1/11/2022,Office Supplies,South,446,21.52046904,9598.129193,7154.830555,409,21.80194208,8916.99431,6170.373307
1/11/2022,Office Supplies,East,463,20.44890229,9467.841758,7496.624843,434,19.14989746,8311.055499,7158.923473
1/11/2022,Office Supplies,West,895,22.95214525,20542.17,15347.86259,877,22.04622448,19334.53887,13999.01127
1/12/2022,Electronics,North,539,178.707172,96323.16571,72343.18535,580,170.0507752,98629.44961,73779.53062
1/12/2022,Electronics,South,914,177.9508701,162647.0953,124700.1723,846,185.9757755,157335.5061,115857.397
1/12/2022,Electronics,East,535,166.0542333,88839.01481,68381.03769,546,166.7063556,91021.67014,65365.31635
1/12/2022,Electronics,West,908,174.6637101,158594.6488,116687.8609,983,161.5238287,158777.9237,123448.9404
1/12/2022,Furniture,North,947,283.2486928,268236.5121,203634.829,911,274.0195804,249631.8377,192900.2398
1/12/2022,Furniture,South,530,306.9822796,162700.6082,121245.4212,517,282.0533891,145821.6021,111613.5319
1/12/2022,Furniture,East,615,259.1446323,159373.9489,128227.5007,643,236.6347172,152156.1232,136158.2238
1/12/2022,Furniture,West,607,261.8425145,158938.4063,129695.3825,601,268.0485995,161097.2083,130246.6008
1/12/2022,Office Supplies,North,489,22.5263691,11015.39449,8401.631888,452,21.19170188,9578.649249,7484.23576
1/12/2022,Office Supplies,South,963,20.52693967,19767.4429,14974.48951,894,20.22176841,18078.26096,13684.87133
1/12/2022,Office Supplies,East,856,20.63962386,17667.51802,13011.36489,866,20.48971335,17744.09176,13478.12941
1/12/2022,Office Supplies,West,799,19.03555713,15209.41015,12126.24188,748,18.68386766,13975.53301,11680.09518
1/1/2023,Electronics,North,700,179.516394,125661.4758,91764.50172,729,170.6786999,124424.7722,92820.06975
1/1/2023,Electronics,South,481,173.0467286,83235.47644,63880.87061,488,179.8820713,87782.45081,65791.06014
1/1/2023,Electronics,East,474,173.700053,82333.8251,61260.52387,456,160.6113928,73238.7951,60114.7993
1/1/2023,Electronics,West,655,159.0149789,104154.8112,78187.08379,658,156.69034,103102.2437,76069.5139
1/1/2023,Furniture,North,302,294.2899189,88875.55551,67706.71238,299,270.9628211,81017.88352,67661.64519
1/1/2023,Furniture,South,581,279.9387263,162644.4,124618.4022,629,272.2943191,171273.1267,134764.5628
1/1/2023,Furniture,East,411,280.0487427,115100.0332,88240.76654,397,275.9498017,109552.0713,83555.99973
1/1/2023,Furniture,West,369,257.5857075,95049.12606,75645.64642,337,267.4769313,90139.72584,67057.9908
1/1/2023,Office Supplies,North,639,20.97531521,13403.22642,9987.669973,588,19.86941544,11683.21628,8618.442214
1/1/2023,Office Supplies,South,236,19.06159864,4498.53728,3677.9706,233,19.18952542,4471.159422,3447.797551
1/1/2023,Office Supplies,East,508,19.13770221,9721.952721,7829.336943,508,18.12831141,9209.182196,7286.854414
1/1/2023,Office Supplies,West,372,20.51301578,7630.841872,5699.539854,398,18.8285138,7493.748491,5742.899735
1/2/2023,Electronics,North,503,176.5434493,88801.35499,65709.15236,471,170.5270082,80318.22088,57782.00749
1/2/2023,Electronics,South,433,171.6442021,74321.93952,58696.04465,464,168.8745109,78357.77307,57190.68905
1/2/2023,Electronics,East,584,162.6129555,94965.966,74555.73851,532,169.0323768,89925.22445,66241.65172
1/2/2023,Electronics,West,341,170.6102257,58178.08696,46628.18578,360,165.7014181,59652.51051,46523.8458
1/2/2023,Furniture,North,333,266.466114,88733.21598,70391.76247,318,253.1258675,80494.02586,65008.57687
1/2/2023,Furniture,South,711,266.3579259,189380.4853,141171.727,722,250.8803673,181135.6252,146918.4684
1/2/2023,Furniture,East,360,260.3224256,93716.07321,75268.96205,363,262.9292608,95443.32166,69007.3217
1/2/2023,Furniture,West,460,252.5890158,116190.9472,92517.11807,418,244.2684164,102104.198,78392.97629
1/2/2023,Office Supplies,North,587,20.98039024,12315.48907,9348.180824,602,20.65923043,12436.85672,8871.961897
1/2/2023,Office Supplies,South,532,21.18798418,11272.00758,8235.625266,494,21.73684604,10738.00195,7692.816645
1/2/2023,Office Supplies,East,675,22.66456883,15298.58396,11179.93004,702,20.8163486,14613.07672,10985.86449
1/2/2023,Office Supplies,West,299,19.87880206,5943.761816,4642.077499,316,19.34690822,6113.622998,5021.429638
1/3/2023,Electronics,North,348,171.5482615,59698.795,44405.37415,350,164.1550802,57454.27806,42669.20229
1/3/2023,Electronics,South,636,157.3744455,100090.1474,81226.45537,674,162.916989,109806.0506,87898.86752
1/3/2023,Electronics,East,476,160.4642699,76380.99245,60493.11199,438,145.9288057,63916.81692,51425.79839
1/3/2023,Electronics,West,691,173.5337888,119911.8481,92288.97397,728,172.0388767,125244.3023,91423.85924
1/3/2023,Furniture,North,587,274.5660208,161170.2542,122345.0651,620,262.2123501,162571.6571,128518.4018
1/3/2023,Furniture,South,377,260.0631942,98043.82421,79822.99879,381,253.4741766,96573.66128,75933.72169
1/3/2023,Furniture,East,474,290.062722,137489.7302,106216.1928,472,275.4872651,130029.9891,97650.30999
1/3/2023,Furniture,West,500,285.961734,142980.867,114812.682,478,262.8767177,125655.0711,112892.329
1/3/2023,Office Supplies,North,731,21.37818475,15627.45305,12279.19581,725,19.91639567,14439.38686,12305.23671
1/3/2023,Office Supplies,South,382,20.94003184,7999.092161,6532.332422,356,20.66049775,7355.137199,5618.802872
1/3/2023,Office Supplies,East,333,19.18003728,6386.952415,5107.4251,313,19.34015736,6053.469253,4454.666338
1/3/2023,Office Supplies,West,333,20.29527152,6758.325417,5243.025044,360,21.33740147,7681.464529,5351.132671
1/4/2023,Electronics,North,787,147.4522548,116044.9245,94772.2093,730,150.2339685,109670.797,85091.03802
1/4/2023,Electronics,South,647,150.8398726,97593.39755,79602.5297,702,151.9397563,106661.7089,87123.24651
1/4/2023,Electronics,East,447,154.9888748,69280.02705,54044.92329,430,156.1073631,67126.16612,47330.19947
1/4/2023,Electronics,West,702,161.2867849,113223.323,85464.82621,710,149.3073513,106008.2194,78627.5369
1/4/2023,Furniture,North,616,253.786515,156332.4933,127158.9466,561,264.748914,148524.1408,114441.4452
1/4/2023,Furniture,South,643,279.2686867,179569.7656,133477.226,586,293.6057653,172052.9785,111182.3589
1/4/2023,Furniture,East,718,246.2100092,176778.7866,143698.9942,780,231.640216,180679.3685,146412.0133
1/4/2023,Furniture,West,420,286.6590067,120396.7828,94692.75518,416,281.1063704,116940.2501,92778.35343
1/4/2023,Office Supplies,North,524,22.46386224,11771.06381,8730.840047,488,21.13071176,10311.78734,8024.596237
1/4/2023,Office Supplies,South,482,21.2680173,10251.18434,7775.885722,484,22.16563948,10728.16951,7448.232123
1/4/2023,Office Supplies,East,488,22.44539568,10953.35309,8235.413927,498,21.83431214,10873.48744,8450.796433
1/4/2023,Office Supplies,West,816,21.23064118,17324.2032,12945.43143,810,20.95942642,16977.1354,12470.9271
1/5/2023,Electronics,North,589,151.0844729,88988.75453,71897.994,573,155.965315,89368.12548,69874.23654
1/5/2023,Electronics,South,479,163.6414459,78384.25261,57891.97882,488,165.1684549,80602.20599,59717.69825
1/5/2023,Electronics,East,578,175.6772536,101541.4526,79426.35044,599,161.3011244,96619.37351,78437.23175
1/5/2023,Electronics,West,372,152.7724043,56831.33438,44976.59011,345,152.3398298,52557.24128,40301.57953
1/5/2023,Furniture,North,758,254.2029541,192685.8392,157127.0563,779,248.0475311,193229.0267,148374.8169
1/5/2023,Furniture,South,295,284.475781,83920.35538,66312.40961,315,298.972097,94176.21055,65449.75222
1/5/2023,Furniture,East,306,293.0106346,89661.25418,68550.7648,332,296.9380404,98583.42942,71228.49901
1/5/2023,Furniture,West,583,274.4220751,159988.0698,129146.7429,563,258.5639876,145571.525,125537.4697
1/5/2023,Office Supplies,North,649,19.82041308,12863.44809,10111.47633,605,18.08847468,10943.52718,9508.063158
1/5/2023,Office Supplies,South,706,19.62661932,13856.39324,10946.67827,663,18.33433373,12155.66326,9683.583591
1/5/2023,Office Supplies,East,608,20.81783836,12657.24572,10147.04204,566,19.7061933,11153.70541,8830.861486
1/5/2023,Office Supplies,West,359,18.46316254,6628.275353,5395.660789,363,16.91278737,6139.341817,5443.02254
1/6/2023,Electronics,North,510,179.4509487,91519.98385,69286.23029,482,169.6917679,81791.43215,61450.02878
1/6/2023,Electronics,South,532,175.8987805,93578.15122,69215.52017,516,182.8388167,94344.82939,63326.70818
1/6/2023,Electronics,East,721,146.566194,105674.2259,86536.75943,718,146.214413,104981.9485,86174.18707
1/6/2023,Electronics,West,853,177.4305546,151348.2631,113249.8725,805,162.2520247,130612.8799,99318.44866
1/6/2023,Furniture,North,794,277.1988546,220095.8906,174667.429,786,271.7557013,213599.9812,158216.9425
1/6/2023,Furniture,South,312,270.1776505,84295.42695,62574.32403,305,275.2042709,83937.30261,59386.665
1/6/2023,Furniture,East,768,273.3623937,209942.3184,168339.2888,812,276.6052729,224603.4816,180386.5671
1/6/2023,Furniture,West,810,273.2503164,221332.7563,164106.7592,778,250.3878013,194801.7094,159382.287
1/6/2023,Office Supplies,North,433,20.16816673,8732.816195,6981.901967,466,20.290767,9455.497422,7359.44597
1/6/2023,Office Supplies,South,642,21.48022154,13790.30223,10098.18915,591,22.335378,13200.2084,8600.920179
1/6/2023,Office Supplies,East,507,19.30320614,9786.725515,7787.686387,474,18.32210226,8684.676472,7038.311735
1/6/2023,Office Supplies,West,721,20.81632105,15008.56748,12325.65639,668,20.43807606,13652.63481,10592.82072
1/7/2023,Electronics,North,562,164.4070527,92396.76364,75510.57813,596,163.4452236,97413.35325,78360.91454
1/7/2023,Electronics,South,749,161.4772113,120946.4313,94100.52477,791,157.5408803,124614.8363,92722.77516
1/7/2023,Electronics,East,661,164.4846373,108724.3453,83136.7418,687,151.1297428,103826.1333,82984.32874
1/7/2023,Electronics,West,394,154.4504287,60853.46891,49743.03175,368,162.4855283,59794.6744,45789.53028
1/7/2023,Furniture,North,421,276.0809585,116230.0835,91915.64745,397,268.383749,106548.3484,82799.75767
1/7/2023,Furniture,South,526,268.1820839,141063.7761,109482.5422,542,263.3437499,142732.3124,105437.8336
1/7/2023,Furniture,East,511,264.6768497,135249.8702,105203.0905,466,257.8602512,120162.8771,94803.13415
1/7/2023,Furniture,West,773,300.9965929,232670.3663,175235.1857,710,309.4154021,219684.9355,150654.3976
1/7/2023,Office Supplies,North,552,20.2609791,11184.06047,8695.683699,586,20.02570998,11735.06605,9508.966428
1/7/2023,Office Supplies,South,284,20.83830512,5918.078653,4345.901803,294,19.33038362,5683.132785,4418.724941
1/7/2023,Office Supplies,East,750,18.85900007,14144.25005,11306.19841,806,19.38575412,15624.91782,12264.97816
1/7/2023,Office Supplies,West,501,20.17213929,10106.24179,7770.334692,476,20.88531883,9941.411765,7337.114657
1/8/2023,Electronics,North,366,151.0087293,55269.19493,44339.39779,351,145.146966,50946.58507,42468.94994
1/8/2023,Electronics,South,656,172.7544751,113326.9356,86347.45287,687,178.1094376,122361.1836,82813.27288
1/8/2023,Electronics,East,492,168.8657591,83081.95346,61996.46483,453,163.3984524,74019.49894,53170.86082
1/8/2023,Electronics,West,523,165.8943316,86762.73541,64413.13713,506,169.4387759,85736.0206,62657.97979
1/8/2023,Furniture,North,683,282.8928615,193215.8244,144624.3333,672,266.631263,179176.2087,133382.2344
1/8/2023,Furniture,South,528,264.2192513,139507.7647,111330.5499,483,276.1509771,133380.922,96956.53061
1/8/2023,Furniture,East,595,279.0979576,166063.2848,136586.4045,569,286.3453014,162930.4765,128197.149
1/8/2023,Furniture,West,367,267.3028199,98100.13492,75036.36467,387,258.0437519,99862.932,75731.20096
1/8/2023,Office Supplies,North,497,19.45992965,9671.585036,7552.849303,527,18.76734128,9890.388856,7369.454907
1/8/2023,Office Supplies,South,756,20.62079044,15589.31757,12653.94607,811,20.45723708,16590.81927,13755.29825
1/8/2023,Office Supplies,East,702,19.67318572,13810.57637,10921.2216,704,18.09147713,12736.3999,10564.02944
1/8/2023,Office Supplies,West,630,21.61993467,13620.55884,10189.72129,654,21.59457048,14122.84909,10611.70005
1/9/2023,Electronics,North,354,163.7314727,57960.94133,44879.70611,343,157.0308921,53861.59601,41413.31653
1/9/2023,Electronics,South,526,165.6367538,87124.93249,64589.9676,541,164.7326564,89120.36712,63717.23235
1/9/2023,Electronics,East,498,174.1777756,86740.53226,67570.12855,459,182.8686208,83936.69695,59814.14962
1/9/2023,Electronics,West,691,163.5251981,112995.9119,91870.43455,661,161.1111443,106494.4664,89495.00994
1/9/2023,Furniture,North,333,253.8276898,84524.62069,69354.59463,308,246.6895431,75980.37926,58660.50743
1/9/2023,Furniture,South,672,282.5596745,189880.1013,144824.4239,668,291.6622391,194830.3757,146932.3447
1/9/2023,Furniture,East,430,249.3927525,107238.8836,85960.57519,440,243.9663978,107345.215,85723.12878
1/9/2023,Furniture,West,558,276.2781829,154163.2261,114813.9397,518,256.7490431,132996.0043,108450.6185
1/9/2023,Office Supplies,North,442,21.91870192,9688.066247,7301.533414,440,22.65152342,9966.670305,6834.270862
1/9/2023,Office Supplies,South,610,19.23244451,11731.79115,9628.592371,584,17.62662953,10293.95165,9126.42803
1/9/2023,Office Supplies,East,751,21.0240093,15789.03098,12808.8466,732,21.18698033,15508.8696,12497.89679
1/9/2023,Office Supplies,West,373,19.35350324,7218.856707,5674.101383,352,19.88017174,6997.820453,5143.631151
1/10/2023,Electronics,North,538,175.1761438,94244.76538,70125.18051,508,161.7997811,82194.2888,67966.11381
1/10/2023,Electronics,South,645,163.4425316,105420.4329,85581.83396,639,153.4160548,98032.85903,86255.91739
